x,type
31.578930246617297,A
17.72711609304473,A
15.840581011274033,A
11.88089826769226,A
15.343641831965263,A
11.485160539600695,A
17.588323125772206,A
23.668753292119153,A
21.156912648262665,A
13.686102023990086,A
9.786634066303575,A
16.3604165307394,A
16.886209273118205,A
19.279076442964474,A
24.343919297291343,A
11.735555516725501,A
10.95297671199929,A
18.004441861791804,A
15.318401456401418,A
9.907474545107132,A
14.836372583709407,A
16.95294958272417,A
16.21152820853015,A
25.58881899258107,A
15.246435578042107,A
7.717823543925613,A
4.413270006187102,A
6.28702075931162,A
22.572179588936162,A
19.375293937407655,A
13.758175705772254,A
10.452685088813494,A
23.474874641032848,A
15.049038105670398,A
19.713022625286037,A
15.669490941844456,A
13.981924849507614,A
9.717155176002526,A
6.548354689003769,A
30.916481299755198,A
24.976997964706886,A
9.352094295348303,A
19.31749430854714,A
8.59087416942059,A
24.23739793704814,A
15.467642125907124,A
13.645723214065123,A
6.633505752845328,A
18.512143538019828,A
8.628395202636046,A
10.3086320306923,A
8.353331771041937,A
8.46806014211472,A
8.893220708867984,A
13.10869060900694,A
32.46799178496704,A
7.938444464913612,A
15.784297364855215,A
20.544437799868586,A
4.011897392214084,A
29.864816199484903,A
16.411579508451094,A
13.980258682546225,A
22.436789867861382,A
18.62139313441345,A
11.102130666053094,A
12.624012186199682,A
14.341045717750783,A
5.6181069424317265,A
16.584053666202852,A
16.230433775937332,A
17.75223609867948,A
23.91238728185371,A
20.227181719542713,A
9.265640876284923,A
30.298690207243876,A
13.453750610614065,A
11.483492051185436,A
26.123389681555864,A
14.346860583384512,A
14.279810857162598,A
29.34176327668704,A
6.011892281537521,A
17.210598422407365,A
9.78036523323007,A
11.964947749330882,A
14.832675731056021,A
12.425918942105211,A
18.066907280502374,A
14.174314483254715,A
13.656869775375778,A
27.296816720233874,A
12.21370509508359,A
24.39081045934706,A
6.529616013355433,A
23.10575051066435,A
11.861422744210627,A
15.401705408477369,A
5.694920254349623,A
21.927340548510593,A
17.905824885625496,A
11.43855620530672,A
17.12221590736353,A
13.521211262535752,A
12.037023282505919,A
8.019860228428985,A
17.043435082848138,A
17.045260136445428,A
14.238080415569165,A
17.66149935907357,A
13.485111212131324,A
27.89600978188486,A
14.148075159708098,A
16.151544395076293,A
5.4872142076841905,A
2.4801492236140628,A
10.235855326538013,A
16.62046300141475,A
19.87558349591342,A
20.720110405219774,A
19.455574486687865,A
18.8102147448017,A
9.228632140561285,A
11.068534451806586,A
8.748920084257259,A
14.490708405075841,A
10.089708916692018,A
14.32926488654104,A
16.719939269423357,A
9.933622587778679,A
18.752266525581955,A
17.1224086687705,A
9.136059129657257,A
9.300155002923757,A
18.712251732753582,A
21.653438663887787,A
15.40478608975391,A
11.757889260913075,A
22.588970068073767,A
17.532625027452855,A
10.894633193668971,A
21.492356661890913,A
18.10089470996526,A
13.909582154745532,A
17.7381961234587,A
23.59479265506441,A
14.32404256748002,A
9.848178667659838,A
14.487946483166468,A
8.78513896874713,A
14.787357621388976,A
13.178364724465117,A
4.708476315567676,A
11.463665389275036,A
30.578784942176387,A
23.698785921498665,A
15.48785707995951,A
15.76732482672976,A
8.153009634978188,A
16.433226226424807,A
15.712325179111668,A
15.996221146926574,A
20.879579901520984,A
23.405209388464325,A
9.896131003999216,A
18.0210873499072,A
11.886563018414028,A
14.602110943818047,A
13.485234378845266,A
3.277461866862811,A
11.938623941299381,A
21.01743740190409,A
14.932372649602232,A
12.741107815992184,A
21.142913807555516,A
16.659860091188943,A
37.950979958293104,A
8.252900210906073,A
37.60758362341846,A
7.919530673216515,A
11.629810597666026,A
21.070958682457643,A
16.011839858539847,A
28.690403123116614,A
6.867473065806826,A
16.627965843366187,A
18.219774354490973,A
10.967206231904955,A
26.45216616514232,A
32.31113689330546,A
21.4356807248301,A
8.548554399043054,A
23.824621065985067,A
16.35581282788408,A
21.701242324762614,A
20.152820790039026,A
9.282517548904796,A
16.72449305762399,A
15.361836594240334,A
22.005577542617836,A
19.292625238456214,A
11.730943366897602,A
34.62865547351223,A
15.541093027012096,A
7.443733152508569,A
34.21919221483857,A
23.643073160785878,A
13.012755883856078,A
13.299875528363934,A
12.643660654445828,A
14.978591969616195,A
8.998046941994858,A
8.918477062400777,A
16.76408630421856,A
13.82217040692928,A
22.074096132041422,A
14.324674612619951,A
9.820321883220506,A
10.519571136652333,A
11.423299319713054,A
30.21788982059423,A
12.69534848709413,A
7.615941540904082,A
8.157908572716687,A
19.245533949636524,A
15.890896356944586,A
12.267140541104608,A
15.977034260863809,A
13.078930773058554,A
14.675819578985582,A
23.55627795035862,A
25.956501718626434,A
25.209591295478884,A
15.34297164040591,A
16.433126766528684,A
15.425163729816818,A
19.165407240363393,A
18.414919521896227,A
23.327108731970153,A
13.055970940658526,A
24.392045098903807,A
10.381427107530754,A
21.385905341761525,A
24.545573926808295,A
21.604219342511005,A
19.590739374746057,A
11.865722741391576,A
5.457062680180482,A
21.726996593698075,A
8.924157343647405,A
13.834862304646931,A
18.85719549214068,A
7.584921890501375,A
5.354967307556001,A
9.986284183662342,A
29.89217146729223,A
9.448574183138675,A
17.648589271788467,A
7.312799172219293,A
11.566099684176423,A
15.467113451070595,A
17.906093767307823,A
42.176925994641515,A
14.591681590623494,A
20.42517562396487,A
14.753290285122247,A
9.196242240487885,A
17.0704246000299,A
19.412465111554045,A
16.729583916979145,A
12.08301006831338,A
27.756539766310848,A
19.71458179629509,A
12.89043689839444,A
10.26536419782518,A
8.435263394576747,A
9.771667909028627,A
15.279653754964174,A
11.233156753695633,A
18.238030937937683,A
5.793023824522452,A
11.795824392717769,A
7.097609743623667,A
25.769409370661464,A
10.504889275370997,A
20.320993114836646,A
19.419486291946306,A
6.079865843222907,A
10.162477769549527,A
17.430544585428237,A
10.718544835063064,A
7.839815459234379,A
12.12532532026717,A
11.046853276233147,A
20.05221059706368,A
21.701359049019427,A
11.539168087712078,A
28.311368597045078,A
3.7436135986691825,A
8.432064595336938,A
24.930638151747335,A
15.896258629381691,A
7.083094773526491,A
17.33305119468178,A
11.702379327398027,A
14.113755559055075,A
15.383336106899307,A
7.755957253634117,A
13.145044640375513,A
11.679322623028495,A
21.22848734936396,A
19.22209549227378,A
21.219684273902477,A
20.688533610971717,A
32.04666866364863,A
23.15427025218598,A
11.344825617016129,A
20.12340300650299,A
18.63248602223575,A
19.093880568349775,A
27.100805260114512,A
5.224025137933887,A
17.566961019412233,A
25.695450934899203,A
20.227573121749074,A
19.246049662205962,A
17.60858275941394,A
15.928102019272172,A
6.984391122930839,A
17.800356280562415,A
19.530444282455516,A
19.98121859682408,A
17.35266709051929,A
26.30262434065866,A
8.3464598819341,A
18.162301787013085,A
12.023365707271823,A
11.507832000837855,A
22.86416727132763,A
8.716950058349854,A
16.18040338883989,A
15.496558856967532,A
25.803886841080082,A
13.75130999780716,A
17.714608658884778,A
8.38835343923776,A
18.06157344610045,A
15.508112448407312,A
28.1751305340152,A
17.685393187262395,A
6.667069542154188,A
19.779459505960954,A
12.886774165410495,A
24.04807346856155,A
11.636096232475838,A
12.158005835184346,A
24.98410387510146,A
12.076886712769298,A
16.13146265897168,A
13.86352372673825,A
13.310916966507207,A
17.429191499116982,A
29.01947540028202,A
16.85311211520797,A
11.63480457784802,A
17.8651862055717,A
18.703178643424142,A
14.231844194075432,A
15.513376971373228,A
18.75079929198151,A
25.24049454639411,A
39.097719891232565,A
21.558639986416736,A
26.174884049685428,A
15.584647508179094,A
23.499068671071502,A
8.239796633669656,A
4.450485346715143,A
14.928479002244046,A
2.5851120205253846,A
17.790025975117285,A
14.495059035691161,A
7.009091896193391,A
8.8162324156216485,A
7.107150015266423,A
20.559242258685405,A
8.785967971556957,A
13.798692893034579,A
4.501770803678766,A
12.029477453460789,A
24.528251509162867,A
9.685801435845889,A
16.721634876955758,A
19.37318595389314,A
10.20837298331757,A
22.746759485678563,A
14.608423546624469,A
5.2945912253022716,A
32.51715352309411,A
3.586277408732642,A
17.455568184023075,A
18.64414553581612,A
9.821145775566928,A
18.801788373844413,A
15.277612071676526,A
7.711467357873755,A
22.816143435304067,A
8.253382210505482,A
11.678364452782,A
16.48888888428369,A
32.52815761451802,A
16.514448266057773,A
20.5025424163369,A
15.326736082643297,A
21.685247721664403,A
18.57502874470261,A
9.879957186289042,A
18.40559633519423,A
16.35220223778719,A
21.24317055424448,A
12.174404327082797,A
20.09915044004703,A
14.64376078007298,A
8.819482655904862,A
15.718359460812398,A
14.09671851763527,A
5.598715516624219,A
16.9575360968729,A
25.754826835818072,A
10.501126736022929,A
15.09331071911064,A
10.59813018864309,A
3.5215402949076084,A
12.814436877553652,A
13.805269040335714,A
30.906832690191862,A
13.031903440789891,A
16.17147835322954,A
42.61762785140361,A
25.243890621638563,A
17.42426860454247,A
15.768258653618238,A
40.730629657076555,A
9.230860932620827,A
16.186748782399572,A
12.060629382495074,A
17.937762661399912,A
21.785406396098693,A
20.45462398733725,A
14.700459842864792,A
27.659221831579888,A
29.483395685170073,A
22.936671504432834,A
12.803237584093072,A
21.854687659088228,A
10.252568342454172,A
25.04318719874578,A
26.65335967573454,A
27.99009403397075,A
22.243275678433193,A
19.24824613300239,A
7.130259792126633,A
4.579834177856079,A
22.364143321940002,A
16.83441570239177,A
16.796000367178593,A
17.05222722455628,A
18.29228897188176,A
7.527275361181378,A
16.825131726707653,A
22.14033819256707,A
33.17584116095044,A
21.5592003612201,A
14.628114724090088,A
13.62813870526909,A
25.060962260935824,A
6.804079191970603,A
18.41248645766505,A
5.015907529181926,A
9.948007093390316,A
24.176723757553138,A
10.657472161962806,A
7.335032215755689,A
23.34107969017869,A
13.755797697333582,A
26.035766544319245,A
18.44326758832262,A
18.842049842977524,A
24.401494726241747,A
28.720774961193438,A
22.08927520527659,A
16.948603464894184,A
9.053260951349706,A
5.418615537737252,A
19.83684502456341,A
19.845482024714855,A
14.08830945905957,A
9.45569927740544,A
